image_id,eo_img,sar_img,label,partition
248130,train3/6/EO_248130.png,train3/6/SAR_248130.png,6,train
429888,train3/4/EO_429888.png,train3/4/SAR_429888.png,4,train
358200,train3/0/EO_358200.png,train3/0/SAR_358200.png,0,train
58220,train3/1/EO_58220.png,train3/1/SAR_58220.png,1,train
86931,train3/4/EO_86931.png,train3/4/SAR_86931.png,4,train
136273,train3/2/EO_136273.png,train3/2/SAR_136273.png,2,train
102316,train3/5/EO_102316.png,train3/5/SAR_102316.png,5,train
80335,train3/7/EO_80335.png,train3/7/SAR_80335.png,7,train
261912,train3/5/EO_261912.png,train3/5/SAR_261912.png,5,train
358606,train3/2/EO_358606.png,train3/2/SAR_358606.png,2,train
376739,train3/5/EO_376739.png,train3/5/SAR_376739.png,5,train
88772,train3/7/EO_88772.png,train3/7/SAR_88772.png,7,train
408338,train3/8/EO_408338.png,train3/8/SAR_408338.png,8,train
163528,train3/2/EO_163528.png,train3/2/SAR_163528.png,2,train
800,train3/3/EO_800.png,train3/3/SAR_800.png,3,train
374288,train3/5/EO_374288.png,train3/5/SAR_374288.png,5,train
364410,train3/5/EO_364410.png,train3/5/SAR_364410.png,5,train
462969,train3/6/EO_462969.png,train3/6/SAR_462969.png,6,train
451742,train3/5/EO_451742.png,train3/5/SAR_451742.png,5,train
280949,train3/6/EO_280949.png,train3/6/SAR_280949.png,6,train
298775,train3/1/EO_298775.png,train3/1/SAR_298775.png,1,train
471242,train3/8/EO_471242.png,train3/8/SAR_471242.png,8,train
94461,train3/6/EO_94461.png,train3/6/SAR_94461.png,6,train
46155,train3/6/EO_46155.png,train3/6/SAR_46155.png,6,train
155306,train3/2/EO_155306.png,train3/2/SAR_155306.png,2,train
255899,train3/6/EO_255899.png,train3/6/SAR_255899.png,6,train
308579,train3/6/EO_308579.png,train3/6/SAR_308579.png,6,train
65308,train3/0/EO_65308.png,train3/0/SAR_65308.png,0,train
119131,train3/5/EO_119131.png,train3/5/SAR_119131.png,5,train
351154,train3/0/EO_351154.png,train3/0/SAR_351154.png,0,train
415891,train3/8/EO_415891.png,train3/8/SAR_415891.png,8,train
151947,train3/5/EO_151947.png,train3/5/SAR_151947.png,5,train
414394,train3/8/EO_414394.png,train3/8/SAR_414394.png,8,train
140349,train3/9/EO_140349.png,train3/9/SAR_140349.png,9,train
367358,train3/8/EO_367358.png,train3/8/SAR_367358.png,8,train
335135,train3/7/EO_335135.png,train3/7/SAR_335135.png,7,train
420821,train3/7/EO_420821.png,train3/7/SAR_420821.png,7,train
460562,train3/6/EO_460562.png,train3/6/SAR_460562.png,6,train
173214,train3/4/EO_173214.png,train3/4/SAR_173214.png,4,train
325712,train3/5/EO_325712.png,train3/5/SAR_325712.png,5,train
263175,train3/6/EO_263175.png,train3/6/SAR_263175.png,6,train
71626,train3/4/EO_71626.png,train3/4/SAR_71626.png,4,train
394403,train3/2/EO_394403.png,train3/2/SAR_394403.png,2,train
403367,train3/3/EO_403367.png,train3/3/SAR_403367.png,3,train
321524,train3/3/EO_321524.png,train3/3/SAR_321524.png,3,train
304673,train3/9/EO_304673.png,train3/9/SAR_304673.png,9,train
256637,train3/7/EO_256637.png,train3/7/SAR_256637.png,7,train
191372,train3/7/EO_191372.png,train3/7/SAR_191372.png,7,train
74730,train3/2/EO_74730.png,train3/2/SAR_74730.png,2,train
330426,train3/8/EO_330426.png,train3/8/SAR_330426.png,8,train
63436,train3/8/EO_63436.png,train3/8/SAR_63436.png,8,train
207225,train3/2/EO_207225.png,train3/2/SAR_207225.png,2,train
112828,train3/0/EO_112828.png,train3/0/SAR_112828.png,0,train
246029,train3/0/EO_246029.png,train3/0/SAR_246029.png,0,train
106928,train3/8/EO_106928.png,train3/8/SAR_106928.png,8,train
115057,train3/7/EO_115057.png,train3/7/SAR_115057.png,7,train
39166,train3/4/EO_39166.png,train3/4/SAR_39166.png,4,train
424635,train3/8/EO_424635.png,train3/8/SAR_424635.png,8,train
55387,train3/8/EO_55387.png,train3/8/SAR_55387.png,8,train
440213,train3/0/EO_440213.png,train3/0/SAR_440213.png,0,train
324704,train3/3/EO_324704.png,train3/3/SAR_324704.png,3,train
452184,train3/1/EO_452184.png,train3/1/SAR_452184.png,1,train
179384,train3/2/EO_179384.png,train3/2/SAR_179384.png,2,train
409254,train3/1/EO_409254.png,train3/1/SAR_409254.png,1,train
143028,train3/1/EO_143028.png,train3/1/SAR_143028.png,1,train
469327,train3/1/EO_469327.png,train3/1/SAR_469327.png,1,train
268426,train3/8/EO_268426.png,train3/8/SAR_268426.png,8,train
167917,train3/5/EO_167917.png,train3/5/SAR_167917.png,5,train
106371,train3/5/EO_106371.png,train3/5/SAR_106371.png,5,train
332678,train3/8/EO_332678.png,train3/8/SAR_332678.png,8,train
91165,train3/6/EO_91165.png,train3/6/SAR_91165.png,6,train
205748,train3/9/EO_205748.png,train3/9/SAR_205748.png,9,train
337978,train3/5/EO_337978.png,train3/5/SAR_337978.png,5,train
397144,train3/0/EO_397144.png,train3/0/SAR_397144.png,0,train
67950,train3/3/EO_67950.png,train3/3/SAR_67950.png,3,train
467125,train3/9/EO_467125.png,train3/9/SAR_467125.png,9,train
118636,train3/6/EO_118636.png,train3/6/SAR_118636.png,6,train
334891,train3/3/EO_334891.png,train3/3/SAR_334891.png,3,train
133179,train3/1/EO_133179.png,train3/1/SAR_133179.png,1,train
260455,train3/5/EO_260455.png,train3/5/SAR_260455.png,5,train
10596,train3/2/EO_10596.png,train3/2/SAR_10596.png,2,train
85157,train3/7/EO_85157.png,train3/7/SAR_85157.png,7,train
54654,train3/4/EO_54654.png,train3/4/SAR_54654.png,4,train
73465,train3/6/EO_73465.png,train3/6/SAR_73465.png,6,train
54508,train3/0/EO_54508.png,train3/0/SAR_54508.png,0,train
373513,train3/0/EO_373513.png,train3/0/SAR_373513.png,0,train
132105,train3/3/EO_132105.png,train3/3/SAR_132105.png,3,train
261855,train3/0/EO_261855.png,train3/0/SAR_261855.png,0,train
278146,train3/6/EO_278146.png,train3/6/SAR_278146.png,6,train
440130,train3/3/EO_440130.png,train3/3/SAR_440130.png,3,train
117236,train3/6/EO_117236.png,train3/6/SAR_117236.png,6,train
329930,train3/5/EO_329930.png,train3/5/SAR_329930.png,5,train
281970,train3/2/EO_281970.png,train3/2/SAR_281970.png,2,train
116867,train3/1/EO_116867.png,train3/1/SAR_116867.png,1,train
42970,train3/4/EO_42970.png,train3/4/SAR_42970.png,4,train
259081,train3/2/EO_259081.png,train3/2/SAR_259081.png,2,train
106873,train3/6/EO_106873.png,train3/6/SAR_106873.png,6,train
254314,train3/3/EO_254314.png,train3/3/SAR_254314.png,3,train
384570,train3/3/EO_384570.png,train3/3/SAR_384570.png,3,train
360229,train3/9/EO_360229.png,train3/9/SAR_360229.png,9,train
111327,train3/2/EO_111327.png,train3/2/SAR_111327.png,2,train
155300,train3/3/EO_155300.png,train3/3/SAR_155300.png,3,train
427103,train3/6/EO_427103.png,train3/6/SAR_427103.png,6,train
370914,train3/7/EO_370914.png,train3/7/SAR_370914.png,7,train
33332,train3/6/EO_33332.png,train3/6/SAR_33332.png,6,train
97071,train3/0/EO_97071.png,train3/0/SAR_97071.png,0,train
434322,train3/1/EO_434322.png,train3/1/SAR_434322.png,1,train
445740,train3/7/EO_445740.png,train3/7/SAR_445740.png,7,train
103288,train3/4/EO_103288.png,train3/4/SAR_103288.png,4,train
320124,train3/7/EO_320124.png,train3/7/SAR_320124.png,7,train
159599,train3/2/EO_159599.png,train3/2/SAR_159599.png,2,train
302223,train3/0/EO_302223.png,train3/0/SAR_302223.png,0,train
138236,train3/9/EO_138236.png,train3/9/SAR_138236.png,9,train
49075,train3/6/EO_49075.png,train3/6/SAR_49075.png,6,train
50741,train3/4/EO_50741.png,train3/4/SAR_50741.png,4,train
467606,train3/9/EO_467606.png,train3/9/SAR_467606.png,9,train
186556,train3/0/EO_186556.png,train3/0/SAR_186556.png,0,train
252745,train3/7/EO_252745.png,train3/7/SAR_252745.png,7,train
16389,train3/4/EO_16389.png,train3/4/SAR_16389.png,4,train
133427,train3/7/EO_133427.png,train3/7/SAR_133427.png,7,train
267291,train3/0/EO_267291.png,train3/0/SAR_267291.png,0,train
422876,train3/9/EO_422876.png,train3/9/SAR_422876.png,9,train
329212,train3/7/EO_329212.png,train3/7/SAR_329212.png,7,train
295593,train3/3/EO_295593.png,train3/3/SAR_295593.png,3,train
3999,train3/3/EO_3999.png,train3/3/SAR_3999.png,3,train
83084,train3/7/EO_83084.png,train3/7/SAR_83084.png,7,train
243754,train3/1/EO_243754.png,train3/1/SAR_243754.png,1,train
287518,train3/6/EO_287518.png,train3/6/SAR_287518.png,6,train
267433,train3/5/EO_267433.png,train3/5/SAR_267433.png,5,train
343553,train3/7/EO_343553.png,train3/7/SAR_343553.png,7,train
407138,train3/0/EO_407138.png,train3/0/SAR_407138.png,0,train
109048,train3/8/EO_109048.png,train3/8/SAR_109048.png,8,train
259217,train3/9/EO_259217.png,train3/9/SAR_259217.png,9,train
70962,train3/4/EO_70962.png,train3/4/SAR_70962.png,4,train
202377,train3/5/EO_202377.png,train3/5/SAR_202377.png,5,train
413304,train3/9/EO_413304.png,train3/9/SAR_413304.png,9,train
264507,train3/9/EO_264507.png,train3/9/SAR_264507.png,9,train
1044,train3/7/EO_1044.png,train3/7/SAR_1044.png,7,train
90904,train3/2/EO_90904.png,train3/2/SAR_90904.png,2,train
303778,train3/9/EO_303778.png,train3/9/SAR_303778.png,9,train
201643,train3/3/EO_201643.png,train3/3/SAR_201643.png,3,train
324780,train3/9/EO_324780.png,train3/9/SAR_324780.png,9,train
191666,train3/3/EO_191666.png,train3/3/SAR_191666.png,3,train
276472,train3/9/EO_276472.png,train3/9/SAR_276472.png,9,train
362321,train3/9/EO_362321.png,train3/9/SAR_362321.png,9,train
111555,train3/2/EO_111555.png,train3/2/SAR_111555.png,2,train
65394,train3/0/EO_65394.png,train3/0/SAR_65394.png,0,train
327504,train3/4/EO_327504.png,train3/4/SAR_327504.png,4,train
323717,train3/9/EO_323717.png,train3/9/SAR_323717.png,9,train
289517,train3/8/EO_289517.png,train3/8/SAR_289517.png,8,train
288543,train3/5/EO_288543.png,train3/5/SAR_288543.png,5,train
107267,train3/1/EO_107267.png,train3/1/SAR_107267.png,1,train
129989,train3/3/EO_129989.png,train3/3/SAR_129989.png,3,train
350875,train3/8/EO_350875.png,train3/8/SAR_350875.png,8,train
120288,train3/2/EO_120288.png,train3/2/SAR_120288.png,2,train
354050,train3/8/EO_354050.png,train3/8/SAR_354050.png,8,train
361727,train3/5/EO_361727.png,train3/5/SAR_361727.png,5,train
86549,train3/8/EO_86549.png,train3/8/SAR_86549.png,8,train
326683,train3/0/EO_326683.png,train3/0/SAR_326683.png,0,train
160431,train3/7/EO_160431.png,train3/7/SAR_160431.png,7,train
319518,train3/4/EO_319518.png,train3/4/SAR_319518.png,4,train
203005,train3/5/EO_203005.png,train3/5/SAR_203005.png,5,train
412735,train3/2/EO_412735.png,train3/2/SAR_412735.png,2,train
43929,train3/6/EO_43929.png,train3/6/SAR_43929.png,6,train
175751,train3/6/EO_175751.png,train3/6/SAR_175751.png,6,train
273879,train3/1/EO_273879.png,train3/1/SAR_273879.png,1,train
310694,train3/4/EO_310694.png,train3/4/SAR_310694.png,4,train
368085,train3/8/EO_368085.png,train3/8/SAR_368085.png,8,train
329131,train3/5/EO_329131.png,train3/5/SAR_329131.png,5,train
62883,train3/9/EO_62883.png,train3/9/SAR_62883.png,9,train
320824,train3/5/EO_320824.png,train3/5/SAR_320824.png,5,train
172782,train3/2/EO_172782.png,train3/2/SAR_172782.png,2,train
345394,train3/4/EO_345394.png,train3/4/SAR_345394.png,4,train
33919,train3/2/EO_33919.png,train3/2/SAR_33919.png,2,train
176646,train3/9/EO_176646.png,train3/9/SAR_176646.png,9,train
35320,train3/3/EO_35320.png,train3/3/SAR_35320.png,3,train
190349,train3/9/EO_190349.png,train3/9/SAR_190349.png,9,train
73381,train3/6/EO_73381.png,train3/6/SAR_73381.png,6,train
312314,train3/5/EO_312314.png,train3/5/SAR_312314.png,5,train
399972,train3/1/EO_399972.png,train3/1/SAR_399972.png,1,train
22024,train3/7/EO_22024.png,train3/7/SAR_22024.png,7,train
417463,train3/6/EO_417463.png,train3/6/SAR_417463.png,6,train
123085,train3/8/EO_123085.png,train3/8/SAR_123085.png,8,train
451900,train3/4/EO_451900.png,train3/4/SAR_451900.png,4,train
318203,train3/8/EO_318203.png,train3/8/SAR_318203.png,8,train
443698,train3/5/EO_443698.png,train3/5/SAR_443698.png,5,train
147685,train3/3/EO_147685.png,train3/3/SAR_147685.png,3,train
80675,train3/8/EO_80675.png,train3/8/SAR_80675.png,8,train
41151,train3/1/EO_41151.png,train3/1/SAR_41151.png,1,train
194490,train3/8/EO_194490.png,train3/8/SAR_194490.png,8,train
251076,train3/0/EO_251076.png,train3/0/SAR_251076.png,0,train
34450,train3/7/EO_34450.png,train3/7/SAR_34450.png,7,train
335919,train3/9/EO_335919.png,train3/9/SAR_335919.png,9,train
277555,train3/8/EO_277555.png,train3/8/SAR_277555.png,8,train
17904,train3/4/EO_17904.png,train3/4/SAR_17904.png,4,train
443953,train3/3/EO_443953.png,train3/3/SAR_443953.png,3,train
149595,train3/3/EO_149595.png,train3/3/SAR_149595.png,3,train
337087,train3/5/EO_337087.png,train3/5/SAR_337087.png,5,train
427648,train3/7/EO_427648.png,train3/7/SAR_427648.png,7,train
102686,train3/9/EO_102686.png,train3/9/SAR_102686.png,9,train
334520,train3/7/EO_334520.png,train3/7/SAR_334520.png,7,train
263109,train3/8/EO_263109.png,train3/8/SAR_263109.png,8,train
321834,train3/4/EO_321834.png,train3/4/SAR_321834.png,4,train
119520,train3/7/EO_119520.png,train3/7/SAR_119520.png,7,train
348975,train3/0/EO_348975.png,train3/0/SAR_348975.png,0,train
459566,train3/0/EO_459566.png,train3/0/SAR_459566.png,0,train
382831,train3/5/EO_382831.png,train3/5/SAR_382831.png,5,train
174958,train3/0/EO_174958.png,train3/0/SAR_174958.png,0,train
3734,train3/7/EO_3734.png,train3/7/SAR_3734.png,7,train
280914,train3/7/EO_280914.png,train3/7/SAR_280914.png,7,train
177998,train3/7/EO_177998.png,train3/7/SAR_177998.png,7,train
176225,train3/2/EO_176225.png,train3/2/SAR_176225.png,2,train
130571,train3/7/EO_130571.png,train3/7/SAR_130571.png,7,train
62662,train3/7/EO_62662.png,train3/7/SAR_62662.png,7,train
141864,train3/3/EO_141864.png,train3/3/SAR_141864.png,3,train
98012,train3/6/EO_98012.png,train3/6/SAR_98012.png,6,train
410542,train3/3/EO_410542.png,train3/3/SAR_410542.png,3,train
102124,train3/4/EO_102124.png,train3/4/SAR_102124.png,4,train
159415,train3/5/EO_159415.png,train3/5/SAR_159415.png,5,train
89207,train3/7/EO_89207.png,train3/7/SAR_89207.png,7,train
18752,train3/7/EO_18752.png,train3/7/SAR_18752.png,7,train
6941,train3/6/EO_6941.png,train3/6/SAR_6941.png,6,train
437136,train3/0/EO_437136.png,train3/0/SAR_437136.png,0,train
353453,train3/2/EO_353453.png,train3/2/SAR_353453.png,2,train
203970,train3/3/EO_203970.png,train3/3/SAR_203970.png,3,train
140356,train3/2/EO_140356.png,train3/2/SAR_140356.png,2,train
383981,train3/2/EO_383981.png,train3/2/SAR_383981.png,2,train
208209,train3/3/EO_208209.png,train3/3/SAR_208209.png,3,train
339784,train3/7/EO_339784.png,train3/7/SAR_339784.png,7,train
5998,train3/7/EO_5998.png,train3/7/SAR_5998.png,7,train
76808,train3/5/EO_76808.png,train3/5/SAR_76808.png,5,train
403690,train3/4/EO_403690.png,train3/4/SAR_403690.png,4,train
436754,train3/7/EO_436754.png,train3/7/SAR_436754.png,7,train
291575,train3/1/EO_291575.png,train3/1/SAR_291575.png,1,train
16390,train3/4/EO_16390.png,train3/4/SAR_16390.png,4,train
257951,train3/3/EO_257951.png,train3/3/SAR_257951.png,3,train
337808,train3/1/EO_337808.png,train3/1/SAR_337808.png,1,train
25383,train3/9/EO_25383.png,train3/9/SAR_25383.png,9,train
305051,train3/5/EO_305051.png,train3/5/SAR_305051.png,5,train
280716,train3/3/EO_280716.png,train3/3/SAR_280716.png,3,train
175013,train3/2/EO_175013.png,train3/2/SAR_175013.png,2,train
410453,train3/9/EO_410453.png,train3/9/SAR_410453.png,9,train
317646,train3/8/EO_317646.png,train3/8/SAR_317646.png,8,train
69159,train3/7/EO_69159.png,train3/7/SAR_69159.png,7,train
347620,train3/6/EO_347620.png,train3/6/SAR_347620.png,6,train
83117,train3/4/EO_83117.png,train3/4/SAR_83117.png,4,train
337444,train3/7/EO_337444.png,train3/7/SAR_337444.png,7,train
93896,train3/1/EO_93896.png,train3/1/SAR_93896.png,1,train
94743,train3/7/EO_94743.png,train3/7/SAR_94743.png,7,train
204776,train3/3/EO_204776.png,train3/3/SAR_204776.png,3,train
113560,train3/7/EO_113560.png,train3/7/SAR_113560.png,7,train
122684,train3/7/EO_122684.png,train3/7/SAR_122684.png,7,train
38567,train3/9/EO_38567.png,train3/9/SAR_38567.png,9,train
439318,train3/9/EO_439318.png,train3/9/SAR_439318.png,9,train
98420,train3/9/EO_98420.png,train3/9/SAR_98420.png,9,train
59616,train3/9/EO_59616.png,train3/9/SAR_59616.png,9,train
110735,train3/1/EO_110735.png,train3/1/SAR_110735.png,1,train
48235,train3/8/EO_48235.png,train3/8/SAR_48235.png,8,train
195188,train3/3/EO_195188.png,train3/3/SAR_195188.png,3,train
306036,train3/4/EO_306036.png,train3/4/SAR_306036.png,4,train
45249,train3/0/EO_45249.png,train3/0/SAR_45249.png,0,train
62468,train3/0/EO_62468.png,train3/0/SAR_62468.png,0,train
473061,train3/5/EO_473061.png,train3/5/SAR_473061.png,5,train
23860,train3/1/EO_23860.png,train3/1/SAR_23860.png,1,train
289845,train3/5/EO_289845.png,train3/5/SAR_289845.png,5,train
321283,train3/1/EO_321283.png,train3/1/SAR_321283.png,1,train
314380,train3/8/EO_314380.png,train3/8/SAR_314380.png,8,train
328143,train3/9/EO_328143.png,train3/9/SAR_328143.png,9,train
302249,train3/5/EO_302249.png,train3/5/SAR_302249.png,5,train
255420,train3/6/EO_255420.png,train3/6/SAR_255420.png,6,train
443718,train3/1/EO_443718.png,train3/1/SAR_443718.png,1,train
20172,train3/0/EO_20172.png,train3/0/SAR_20172.png,0,train
279434,train3/6/EO_279434.png,train3/6/SAR_279434.png,6,train
319402,train3/2/EO_319402.png,train3/2/SAR_319402.png,2,train
262374,train3/1/EO_262374.png,train3/1/SAR_262374.png,1,train
415833,train3/4/EO_415833.png,train3/4/SAR_415833.png,4,train
426163,train3/6/EO_426163.png,train3/6/SAR_426163.png,6,train
344284,train3/2/EO_344284.png,train3/2/SAR_344284.png,2,train
21847,train3/8/EO_21847.png,train3/8/SAR_21847.png,8,train
65798,train3/3/EO_65798.png,train3/3/SAR_65798.png,3,train
32267,train3/8/EO_32267.png,train3/8/SAR_32267.png,8,train
128245,train3/0/EO_128245.png,train3/0/SAR_128245.png,0,train
175506,train3/3/EO_175506.png,train3/3/SAR_175506.png,3,train
390469,train3/7/EO_390469.png,train3/7/SAR_390469.png,7,train
108948,train3/9/EO_108948.png,train3/9/SAR_108948.png,9,train
306035,train3/4/EO_306035.png,train3/4/SAR_306035.png,4,train
